"doc_key","index","url"
"news·20130601·LM·0arh2213_771718",26,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130601%C2%B7LM%C2%B70arh2213_771718&docIndex=26"
"news·20130530·LE·2013-05-30_379368",27,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130530%C2%B7LE%C2%B72013-05-30_379368&docIndex=27"
"news·20130528·LM·0spa2213_781295",28,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130528%C2%B7LM%C2%B70spa2213_781295&docIndex=28"
"news·20130525·LE·2013-05-25_379073",29,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130525%C2%B7LE%C2%B72013-05-25_379073&docIndex=29"
"news·20130508·LM·0sch1913_769814",30,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130508%C2%B7LM%C2%B70sch1913_769814&docIndex=30"
"news·20130506·LI·91081466-b593-11e2-9d8a-f67bceb2751f",31,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130506%C2%B7LI%C2%B791081466-b593-11e2-9d8a-f67bceb2751f&docIndex=31"
"news·20130506·LI·9e34cf30-b593-11e2-9d8a-f67bceb2751f",32,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130506%C2%B7LI%C2%B79e34cf30-b593-11e2-9d8a-f67bceb2751f&docIndex=32"
"news·20130503·LA·0070",33,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130503%C2%B7LA%C2%B70070&docIndex=33"
"news·20130502·LA·0067",34,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130502%C2%B7LA%C2%B70067&docIndex=34"
"news·20130501·LS·0031",35,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130501%C2%B7LS%C2%B70031&docIndex=35"
"news·20130430·LI·c1bde098-b0ef-11e2-b1dd-830485499ed9",36,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130430%C2%B7LI%C2%B7c1bde098-b0ef-11e2-b1dd-830485499ed9&docIndex=36"
"news·20130429·QT·0014",37,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130429%C2%B7QT%C2%B70014&docIndex=37"
"news·20130427·LM·0arh1713_765207",38,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130427%C2%B7LM%C2%B70arh1713_765207&docIndex=38"
"news·20130426·LI·c9b69ffe-adc7-11e2-afe1-d36432039d5e",39,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130426%C2%B7LI%C2%B7c9b69ffe-adc7-11e2-afe1-d36432039d5e&docIndex=39"
"news·20130424·LF·242×21×2978480936",40,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130424%C2%B7LF%C2%B7242%C3%9721%C3%972978480936&docIndex=40"
"news·20130416·LM·0mde1613_757036",41,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130416%C2%B7LM%C2%B70mde1613_757036&docIndex=41"
"news·20130416·LM·0q1604_759341",42,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130416%C2%B7LM%C2%B70q1604_759341&docIndex=42"
"news·20130415·LI·488eccf2-a50d-11e2-8854-56e149cee7b1",43,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130415%C2%B7LI%C2%B7488eccf2-a50d-11e2-8854-56e149cee7b1&docIndex=43"
"news·20130413·OR·130413288166929",44,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130413%C2%B7OR%C2%B7130413288166929&docIndex=44"
"news·20130329·LE·2013-03-29_374522",45,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130329%C2%B7LE%C2%B72013-03-29_374522&docIndex=45"
"news·20130329·LT·0040",46,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130329%C2%B7LT%C2%B70040&docIndex=46"
"news·20130325·LE·2013-03-25_374085",47,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130325%C2%B7LE%C2%B72013-03-25_374085&docIndex=47"
"news·20130325·TB·0019",48,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130325%C2%B7TB%C2%B70019&docIndex=48"
"news·20130322·LM·0q2203_745697",49,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130322%C2%B7LM%C2%B70q2203_745697&docIndex=49"
"news·20130320·LE·2013-03-20_373618",50,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130320%C2%B7LE%C2%B72013-03-20_373618&docIndex=50"
"news·20130320·LE·2013-03-20_373653",51,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130320%C2%B7LE%C2%B72013-03-20_373653&docIndex=51"
"news·20130320·OP·130320285052883",52,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130320%C2%B7OP%C2%B7130320285052883&docIndex=52"
"news·20130320·LS·0029",53,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130320%C2%B7LS%C2%B70029&docIndex=53"
"news·20130320·TB·0006",54,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130320%C2%B7TB%C2%B70006&docIndex=54"
"news·20130319·LS·0022",55,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130319%C2%B7LS%C2%B70022&docIndex=55"
"news·20130319·LE·2013-03-19_373584",56,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130319%C2%B7LE%C2%B72013-03-19_373584&docIndex=56"
"news·20130319·TB·0016",57,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130319%C2%B7TB%C2%B70016&docIndex=57"
"news·20130319·LE·2013-03-19_373540",58,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130319%C2%B7LE%C2%B72013-03-19_373540&docIndex=58"
"news·20130315·LI·6f7c4624-8ccf-11e2-bfa5-b41ef58a43dc",59,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130315%C2%B7LI%C2%B76f7c4624-8ccf-11e2-bfa5-b41ef58a43dc&docIndex=59"
"news·20130312·LI·ebf28476-8a6c-11e2-ab76-fc9623f9f8d4",60,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130312%C2%B7LI%C2%B7ebf28476-8a6c-11e2-ab76-fc9623f9f8d4&docIndex=60"
"news·20130302·LI·055f326c-82aa-11e2-8d1b-f462e08b5181",61,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130302%C2%B7LI%C2%B7055f326c-82aa-11e2-8d1b-f462e08b5181&docIndex=61"
"news·20130226·LE·2013-02-26_371867",62,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130226%C2%B7LE%C2%B72013-02-26_371867&docIndex=62"
"news·20130226·LI·bff2ae1a-7f80-11e2-b56a-61a12164d766",63,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130226%C2%B7LI%C2%B7bff2ae1a-7f80-11e2-b56a-61a12164d766&docIndex=63"
"news·20130226·LF·222×21×2235474056",64,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130226%C2%B7LF%C2%B7222%C3%9721%C3%972235474056&docIndex=64"
"news·20130226·LI·c0a47c3a-7f80-11e2-b56a-61a12164d766",65,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130226%C2%B7LI%C2%B7c0a47c3a-7f80-11e2-b56a-61a12164d766&docIndex=65"
"news·20130225·LI·61e78376-7e96-11e2-b56a-61a12164d766",66,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130225%C2%B7LI%C2%B761e78376-7e96-11e2-b56a-61a12164d766&docIndex=66"
"news·20130223·LM·0sch0813_728286",67,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130223%C2%B7LM%C2%B70sch0813_728286&docIndex=67"
"news·20130218·LM·0q1702_727384",68,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130218%C2%B7LM%C2%B70q1702_727384&docIndex=68"
"news·20130216·LS·0040",69,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130216%C2%B7LS%C2%B70040&docIndex=69"
"news·20130211·OP·130211279777214",70,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130211%C2%B7OP%C2%B7130211279777214&docIndex=70"
"news·20130211·OR·130211279777796",71,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130211%C2%B7OR%C2%B7130211279777796&docIndex=71"
"news·20130208·OP·130208279417696",72,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130208%C2%B7OP%C2%B7130208279417696&docIndex=72"
"news·20130207·LF·212×20×24275277824",73,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130207%C2%B7LF%C2%B7212%C3%9720%C3%9724275277824&docIndex=73"
"news·20130204·LI·aae98822-6e37-11e2-9b8a-c8af85c8c390",74,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130204%C2%B7LI%C2%B7aae98822-6e37-11e2-9b8a-c8af85c8c390&docIndex=74"
"news·20130202·LI·217e7192-6ca7-11e2-8bc9-6ebefda821b2",75,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130202%C2%B7LI%C2%B7217e7192-6ca7-11e2-8bc9-6ebefda821b2&docIndex=75"
"news·20130129·LE·2013-01-29_369499",76,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130129%C2%B7LE%C2%B72013-01-29_369499&docIndex=76"
"news·20130129·LE·0001",77,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130129%C2%B7LE%C2%B70001&docIndex=77"
"news·20130128·TB·0009",78,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130128%C2%B7TB%C2%B70009&docIndex=78"
"news·20130128·LI·b8236f80-689c-11e2-b5d7-cdf1434d2d62",79,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130128%C2%B7LI%C2%B7b8236f80-689c-11e2-b5d7-cdf1434d2d62&docIndex=79"
"news·20130128·LI·5189e1ca-68a9-11e2-b5d7-cdf1434d2d62",80,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130128%C2%B7LI%C2%B75189e1ca-68a9-11e2-b5d7-cdf1434d2d62&docIndex=80"
"news·20130124·LE·2013-01-24_369114",81,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130124%C2%B7LE%C2%B72013-01-24_369114&docIndex=81"
"news·20130123·LI·247e343e-64ca-11e2-8a02-e5e07518c3c2",82,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130123%C2%B7LI%C2%B7247e343e-64ca-11e2-8a02-e5e07518c3c2&docIndex=82"
"news·20130123·LI·23b7396a-64ca-11e2-8a02-e5e07518c3c2",83,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130123%C2%B7LI%C2%B723b7396a-64ca-11e2-8a02-e5e07518c3c2&docIndex=83"
"news·20130118·LI·1b248972-60da-11e2-85bc-dcd254339dee",84,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130118%C2%B7LI%C2%B71b248972-60da-11e2-85bc-dcd254339dee&docIndex=84"
"news·20130116·LA·0015",85,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130116%C2%B7LA%C2%B70015&docIndex=85"
"news·20130116·LE·2013-01-16_368457",86,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130116%C2%B7LE%C2%B72013-01-16_368457&docIndex=86"
"news·20130116·OP·130116276205124",87,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130116%C2%B7OP%C2%B7130116276205124&docIndex=87"
"news·20130116·OR·130116276206122",88,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130116%C2%B7OR%C2%B7130116276206122&docIndex=88"
"news·20130115·QT·0026",89,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130115%C2%B7QT%C2%B70026&docIndex=89"
"news·20130115·LS·0014",90,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130115%C2%B7LS%C2%B70014&docIndex=90"
"news·20130112·OP·130112275713473",91,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130112%C2%B7OP%C2%B7130112275713473&docIndex=91"
"news·20130112·OR·130112275714591",92,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130112%C2%B7OR%C2%B7130112275714591&docIndex=92"
"news·20130105·LE·2013-01-05_367669",93,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720130105%C2%B7LE%C2%B72013-01-05_367669&docIndex=93"
"news·20121229·LM·0sch5212_698110",94,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121229%C2%B7LM%C2%B70sch5212_698110&docIndex=94"
"news·20121218·LM·0mde5112_691682",95,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121218%C2%B7LM%C2%B70mde5112_691682&docIndex=95"
"news·20121217·LE·2012-12-17_366536",96,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121217%C2%B7LE%C2%B72012-12-17_366536&docIndex=96"
"news·20121217·LI·c0a22d70-47b0-11e2-a6d9-88d00d49adbb",97,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121217%C2%B7LI%C2%B7c0a22d70-47b0-11e2-a6d9-88d00d49adbb&docIndex=97"
"news·20121215·LM·0sch5012_691658",98,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121215%C2%B7LM%C2%B70sch5012_691658&docIndex=98"
"news·20121210·LI·aeeac296-4219-11e2-af4f-39a7ee8207a8",99,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121210%C2%B7LI%C2%B7aeeac296-4219-11e2-af4f-39a7ee8207a8&docIndex=99"
"news·20121210·LI·bc31f1d6-4219-11e2-af4f-39a7ee8207a8",100,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121210%C2%B7LI%C2%B7bc31f1d6-4219-11e2-af4f-39a7ee8207a8&docIndex=100"
"news·20121205·LS·0053",101,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121205%C2%B7LS%C2%B70053&docIndex=101"
"news·20121204·LI·c4b1aeea-3d7e-11e2-a00c-281e4912cd74",102,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121204%C2%B7LI%C2%B7c4b1aeea-3d7e-11e2-a00c-281e4912cd74&docIndex=102"
"news·20121201·LM·0sch4812_683484",103,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121201%C2%B7LM%C2%B70sch4812_683484&docIndex=103"
"news·20121126·LF·192×20×23488021262",104,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121126%C2%B7LF%C2%B7192%C3%9720%C3%9723488021262&docIndex=104"
"news·20121121·LS·0053",105,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121121%C2%B7LS%C2%B70053&docIndex=105"
"news·20121121·LE·2012-11-21_364448",106,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121121%C2%B7LE%C2%B72012-11-21_364448&docIndex=106"
"news·20121121·LA·0117",107,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121121%C2%B7LA%C2%B70117&docIndex=107"
"news·20121117·LE·2012-11-17_364249",108,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121117%C2%B7LE%C2%B72012-11-17_364249&docIndex=108"
"news·20121114·LM·0spa4612_665909",109,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121114%C2%B7LM%C2%B70spa4612_665909&docIndex=109"
"news·20121114·LM·0spa4612_669550",110,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121114%C2%B7LM%C2%B70spa4612_669550&docIndex=110"
"news·20121106·LS·0042",111,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121106%C2%B7LS%C2%B70042&docIndex=111"
"news·20121106·TB·0004",112,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121106%C2%B7TB%C2%B70004&docIndex=112"
"news·20121106·LE·2012-11-06_363255",113,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121106%C2%B7LE%C2%B72012-11-06_363255&docIndex=113"
"news·20121106·LM·0mde4512_668505",114,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121106%C2%B7LM%C2%B70mde4512_668505&docIndex=114"
"news·20121106·LE·2012-11-06_363261",115,"https://nouveau-eureka-cc.acces.bibl.ulaval.ca/Document/View?viewEvent=1&docRefId=0&docName=news%C2%B720121106%C2%B7LE%C2%B72012-11-06_363261&docIndex=115"
