term_with_n,estimate,std.error,t_value,p.value,r_squared,adj_r_squared,distance_from_ideal,n,data_pct
Dictionary (fr),1.4160664837357884,0.3142057235573806,4.506813140458865,1.124471813777648e-5,0.09303851273388702,0.0884578991618361,0.41606648373578836,200,100
