term_with_n,estimate,std.error,t_value,p.value,r_squared,adj_r_squared,n
doc_id,-3.051792157057271e-5,3.354653316424305e-5,-0.9097190884422445,0.36407673668636675,0.004162343992542828,-8.671391186059196e-4,200
